[2026-09-18T05:11:01.392Z] QUALITY_ISSUE_KEPT: ID=7519583 | Category=Dining | Name="Wesley Glass 4 Seater Dining Table In Dark Walnut Finish" | Details={"wordCount":null,"retryWordCount":56,"restrictedUsed":["dining","wood","seater","walnut","design","rich","12","glass","conversation","warmth","lines","blends","comfortable","ideal","around","dark","four","meal","guests","tempered","intimate","meet","keeps"],"similarPrior":null}
[2026-09-18T07:39:13.813Z] QUALITY_ISSUE_KEPT: ID=9420832 | Category=Storage | Name="Nicole Stool in Matte Mustard Yellow Colour" | Details={"wordCount":null,"retryWordCount":107,"restrictedUsed":["wood","sheesham","solid","crafted","36","living","sculptural","form","base","upholstered","seat","any","fabric","warmth","adds","month","stool","pairs","sturdy","easy","use","seats","accent","corner","compact","makes","beside","matte","tuck","one","cylindrical","bed","footrest","mustard"],"retryRestricted":["wood","table","seater","sheesham","crafted","while","36","touch","brings","living","refined","presence","side","modern","frame","character","seat","silhouette","any","fabric","plush","warmth","adds","month","versatile","stool","pairs","sturdy","easy","yet","offering","accent","highlights","decorative","playful","corner","nook","reading","compact","makes","beside","matte","tuck","cylindrical","bed","works","perch","mustard"],"similarPrior":null,"retrySimilar":null,"originalDirection":"form-function","retryDirection":"room-anchor"}
[2026-09-18T07:39:31.762Z] QUALITY_ISSUE_KEPT: ID=9750450 | Category=Storage | Name="Tetra Ottoman In Blue Fabric" | Details={"wordCount":112,"retryWordCount":115,"restrictedUsed":["wood","solid","while","seating","mango","brings","clean","soft","available","quiet","room","frame","base","upholstered","seat","any","plush","finished","lines","blue","adds","built","comfortable","offer","guests","look","sturdy","gentle","meet","keeps","invite","accent","gather","up","cotton","ready","corner","place","day","compact","spot","when","build","neat","feet","works","dependable","rest","pop"],"retryRestricted":["wood","table","seater","solid","while","36","natural","mango","living","clean","soft","presence","invites","side","room","frame","support","seat","silhouette","any","upholstery","fabric","plush","warmth","blend","construction","blue","month","making","provides","adding","edges","pairs","feel","gentle","use","edge","accent","rounded","cotton","corner","place","calm","understated","compact","makes","lets","spot","inside","feet","dependable"],"similarPrior":null,"retrySimilar":null,"originalDirection":"material-first","retryDirection":"room-anchor"}
[2026-09-18T07:39:49.069Z] QUALITY_ISSUE_KEPT: ID=9750451 | Category=Storage | Name="Tetra Ottoman In Umber Rust Fabric" | Details={"wordCount":117,"retryWordCount":99,"restrictedUsed":["wood","solid","home","mango","warm","brings","clean","available","quiet","feels","frame","form","base","surface","seat","silhouette","any","upholstery","plush","olive","tone","blue","adds","versatile","pairs","easy","use","edge","accent","gather","polished","cotton","ready","corner","place","day","compact","display","books","spot","when","beside","small","stays","softened","feet","friends","handy","bed","rest","mustard","tetra","ottoman"],"retryRestricted":["wood","seater","solid","while","touch","mango","warm","living","refined","soft","legs","room","frame","base","any","upholstery","fabric","plush","lines","adds","built","hue","guests","pairs","daily","spaces","gentle","keeps","offering","rhythm","cotton","nook","compact","tidy","spot","cozy","bare","inside","compartment","feet","hidden","last","easily","extra","rest","perch","tetra","ottoman"],"similarPrior":null,"retrySimilar":"A soft landing for quiet mornings.","originalDirection":"room-anchor","retryDirection":"form-function"}
[2026-09-18T07:40:08.239Z] QUALITY_ISSUE_KEPT: ID=9896460 | Category=Storage | Name="Remi Pouffe In Desert Rose Colour" | Details={"wordCount":121,"retryWordCount":116,"restrictedUsed":["wood","seater","while","36","design","mango","warm","soft","invites","available","sculptural","frame","grounded","upholstered","shared","seat","silhouette","any","fabric","plush","long","adds","month","edges","sturdy","yet","use","moments","keeps","within","tactile","everyday","rounded","durability","reach","shaped","cotton","ready","linger","corner","simple","bring","calm","day","compact","favorite","turns","spot","floor","little","feet","casual","works"],"retryRestricted":["wood","while","seating","36","natural","design","mango","invites","available","sculptural","offers","top","grounded","base","upholstered","seat","silhouette","any","fabric","plush","finished","adds","month","built","settle","hue","edges","yet","contrast","tactile","accent","gather","everyday","rounded","shaped","addition","cotton","vibrant","playful","place","nook","compact","makes","spot","when","cozy","feet","quick","casual","friends","extra","works","rest","perch"],"similarPrior":null,"retrySimilar":null,"originalDirection":"hosting-moment","retryDirection":"material-first"}
[2026-09-18T07:40:28.554Z] QUALITY_ISSUE_KEPT: ID=9896461 | Category=Storage | Name="Remi Pouffe In White Boucle Colour" | Details={"wordCount":113,"retryWordCount":114,"restrictedUsed":["wood","seater","solid","comfort","while","36","mango","warm","rich","living","soft","invites","quiet","room","frame","inspired","seat","silhouette","any","upholstery","plush","month","white","texture","ideal","provides","effortlessly","adding","pairs","anchors","charm","gentle","layer","stability","meet","tactile","accent","up","everyday","rounded","cotton","ready","linger","corner","place","softens","understated","compact","inside","feet","casual","cool","ottoman","wrapped"],"retryRestricted":["wood","seater","solid","while","36","mango","soft","legs","presence","invites","available","sculptural","offers","room","base","upholstered","seat","any","upholstery","plush","adds","month","white","edges","foundation","sturdy","yet","tactile","accent","rounded","shape","cotton","playful","corner","compact","spot","small","sit","feet","casual","extra","works","rest","rust","desert"],"similarPrior":null,"retrySimilar":null,"originalDirection":"material-first","retryDirection":"form-function"}
[2026-09-18T07:40:55.079Z] QUALITY_ISSUE_KEPT: ID=10351167 | Category=Storage | Name="Morgen Ottoman In Aqua Fleur Damask Colour" | Details={"wordCount":112,"retryWordCount":118,"restrictedUsed":["wood","seater","solid","while","seating","36","design","brings","living","refined","legs","quiet","room","frame","grounded","upholstered","character","inviting","conversation","seat","any","upholstery","fabric","plush","lively","adds","visual","month","blends","making","comfortable","functional","charm","generous","sturdy","yet","use","moments","keeps","everyday","addition","practical","corner","energy","place","fresh","when","pattern","make","pull","extra","rest","beech","perch","footrest"],"retryRestricted":["wood","seater","solid","while","36","living","soft","legs","available","frame","upholstered","chair","silhouette","any","upholstery","fabric","long","lively","construction","month","ease","adding","guests","indoor","pairs","anchors","backed","daily","charm","durable","use","lounge","accent","up","neatly","practical","corner","understated","day","compact","fits","out","spot","multiple","when","beside","suitable","build","pattern","handles","sit","pull","bed","extra","beech","ottoman","after"],"similarPrior":null,"retrySimilar":null,"originalDirection":"design-character","retryDirection":"form-function"}
[2026-09-18T07:42:09.963Z] QUALITY_ISSUE_KEPT: ID=7520706 | Category=Storage | Name="Sigmund Fabric Diwan in Cloud Burst Grey Colour" | Details={"wordCount":null,"retryWordCount":125,"restrictedUsed":["wood","while","36","design","living","modern","room","frame","create","fabric","plush","backrest","timeless","blend","adds","month","ideal","look","pairs","textured","feel","layout","stability","welcoming","grey","up","lazy","cotton","ready","compact","made","enhances","opens"],"retryRestricted":["wood","while","seating","36","design","brings","living","soft","available","quiet","feels","frame","inviting","support","area","silhouette","fabric","blend","month","versatile","texture","contemporary","woven","ease","pairs","anchors","textured","easy","edge","grey","up","lazy","cotton","compact","without","them","spot","mix","fresh","care","extra","good"],"similarPrior":null,"retrySimilar":null,"originalDirection":"compact-clarity","retryDirection":"room-anchor"}
[2026-09-18T07:42:28.276Z] QUALITY_ISSUE_KEPT: ID=9420511 | Category=Storage | Name="Saachi Solid Wood Diwan in Mango Walnut Finish with Multi Colour Fabric" | Details={"wordCount":null,"retryWordCount":109,"restrictedUsed":["wood","walnut","solid","crafted","seating","36","bench","mango","warm","living","clean","grounded","character","seat","any","plush","month","classic","anchors","seats","host","ready","made","included","spot","double","bed","easily","works","cushion"],"retryRestricted":["wood","walnut","solid","home","while","36","design","mango","brings","rich","clean","top","frame","relaxed","seat","silhouette","any","fabric","transforms","long","construction","month","versatile","conversations","comfortable","classic","guests","feel","stage","two","invite","personal","linger","corner","day","spot","morning","bed","perch","multi"],"similarPrior":null,"retrySimilar":null,"originalDirection":"compact-clarity","retryDirection":"form-function"}
[2026-09-18T07:42:46.467Z] QUALITY_ISSUE_KEPT: ID=9420547 | Category=Storage | Name="Emma Solid Wood Diwan in Teak Finish with Macadamia Brown Fabric Colour" | Details={"wordCount":null,"retryWordCount":96,"restrictedUsed":["wood","sheesham","solid","crafted","teak","while","36","natural","warm","brings","living","mid","quiet","room","feels","grounded","high","inviting","fabric","backrest","construction","adds","month","ease","grain","pairs","family","strength","rounded","ready","whether","brown","day","bedroom","hosting","morning"],"retryRestricted":["sheesham","solid","teak","while","36","natural","rich","mid","feels","grounded","character","high","silhouette","create","upholstery","fabric","backrest","construction","adds","month","texture","comfortable","ease","pairs","family","adapts","lounge","highlights","rounded","whether","brown","corner","place","without","spot","cozy","extra","retreat","perch"],"similarPrior":null,"retrySimilar":"From sunrise to the last sigh of evening, the Hanoi Bed turns your bedroom into a sanctuary.","originalDirection":"form-function","retryDirection":"room-anchor"}
[2026-09-18T07:43:26.806Z] QUALITY_ISSUE_KEPT: ID=9420546 | Category=Storage | Name="Emma Solid Wood Diwan in Mahogany Finish with Amber Fabric Colour" | Details={"wordCount":null,"retryWordCount":109,"restrictedUsed":["wood","sheesham","crafted","while","36","design","brings","rich","living","mid","quiet","room","frame","grounded","high","seat","fabric","warmth","backrest","adds","amber","month","ease","anchors","mahogany","adapts","together","welcoming","offering","glow","rounded","lazy","whether","subtle","reading","without","bedroom","hosting","morning","bed","extra","slatted"],"retryRestricted":["wood","sheesham","solid","while","36","touch","warm","brings","rich","mid","inviting","seat","silhouette","upholstery","fabric","construction","back","adds","depth","amber","evening","month","making","creating","pairs","mahogany","family","keeps","host","rounded","durability","ready","corner","simple","day","balanced","fits","things","cozy","toned","bed","extra","works","sofa","height","slatted","night"],"similarPrior":null,"retrySimilar":null,"originalDirection":"room-anchor","retryDirection":"material-first"}
